,Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker normiert ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC08512828,AC08512828,9958529656003338,http://data.onb.ac.at/ABO/%2BZ173320106,Z173320106,"Bruce, James ; http://d-nb.info/gnd/117636258",Travels to discover the source of the Nile ; 1790 ; http://viaf.org/viaf/186683665,,"Reisen zur Entdeckung der Quellen des Nils $ in den Jahren 1768, 1769, 1770, 1771, 1772 und 1773 in fünf Bänden $ von James Bruce von Kinnaird, Esq. F. R. S. Jns Teutsche übersetzt von J. J. Volkmann D. und mit einer Vorrede und Anmerkungen versehen von Johann Friedrich Blumenbach, Prof. zu Gött. und Königl. Großbrit. Hofrath",Vierter Band,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,in der Weidmannschen Buchhandlung,Weidmannische Buchhandlung ; http://d-nb.info/gnd/5036107-7,,1791,1791,"VI, 734 Seiten, 3 Blätter Bildtafeln",4 Illustrationen,4,,8°,Die Illustrationen umfassen 3 Kupferstich-Pläne und 1 Kupferstich-Vignette auf dem Titelblatt. - Fußnoten ; Tabellen,"Bibliografischer Nachweis: VD18 90267192 ; Bibliografie Reiseliteratur Eutin ; Engelmann, 166 ; Kainbacher, Erforschung Afrikas, S. 66 ; Henze, I, 373 ; Tenri, 1477",,,ger,eng,Aus dem Englischen übersetzt $ In Fraktur,VD18 90267192,,,"Volkmann, Johann Jacob ; http://d-nb.info/gnd/104361158 $ Blumenbach, Johann Friedrich ; http://d-nb.info/gnd/116208503","Blumenbach, Johann Friedrich ; http://d-nb.info/gnd/116208503",,,,,Reisebericht,,,Forschungsreise ; Nil ; Quelle ; Geschichte 1768-1773,TravelogueD18 Afrika $ TravelogueD18 Orient,,253580-B.4 MAG,ZFID,VD18 90267192
AC08513077,AC08513077,9958529655903338,http://data.onb.ac.at/ABO/%2BZ173325402,Z173325402,"Bruce, James ; http://d-nb.info/gnd/117636258",Travels to discover the source of the Nile ; 1790 ; http://viaf.org/viaf/186683665,,"Reisen zur Entdeckung der Quellen des Nils $ in den Jahren 1768, 1769, 1770, 1771, 1772 und 1773. in fünf Bänden $ von James Bruce von Kinnaird, Esq. F. R. S. Jns Teutsche übersetzt von J. J. Volkmann D. und mit einer Vorrede und Anmerkungen versehen von Johann Friedrich Blumenbach, und Thomas Christian Tychsen",Fünfter Band,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,in der Weidmannschen Buchhandlung,Weidmannische Buchhandlung ; http://d-nb.info/gnd/5036107-7,,1791,1791,"4 ungezählte Seiten, 384 Seiten, 35 Blätter Bildtafeln, 1 gefaltetes Blatt Bildtafel, 1 ungezähltes gefaltetes Blatt Karte","37 Illustrationen, 1 Karte",37,1,8°,"Die Illustrationen sind 1 Kupferstich-Vignette auf dem Titelblatt, 36 Kupferstich-Illustrationen und 1 Kupferstich-Karte (Charte von den Arabischen Meerbusen, gestochen von Frentzel)","Bibliografischer Nachweis: VD18 90267117 ; Bibliografie Reiseliteratur Eutin ; Kainbacher, Erforschung Afrikas, S. 66 ; Henz I, 373 ; Tenri, 1477",Seite 3-12: Einleitung,,ger,eng,Aus dem Englischen übersetzt $ In Fraktur,VD18 90267117,,,"Tychsen, Thomas Christian ; http://d-nb.info/gnd/117439479 $ Volkmann, Johann Jacob ; http://d-nb.info/gnd/104361158","Tychsen, Thomas Christian ; http://d-nb.info/gnd/117439479 $ Volkmann, Johann Jacob ; http://d-nb.info/gnd/104361158 $ Blumenbach, Johann Friedrich ; http://d-nb.info/gnd/116208503",,"Frentzel, Georg Friedrich Jonas ; http://d-nb.info/gnd/10376691X",,,Reisebericht,,,Forschungsreise ; Nil ; Quelle ; Geschichte 1768-1773,TravelogueD18 Afrika $ TravelogueD18 Orient,,253580-B.5 MAG,ZFID,VD18 90267117
AC09679278,AC09679278,990028315100603338,http://data.onb.ac.at/ABO/%2BZ221543606,Z221543606,"Calvert, Frederick ; http://d-nb.info/gnd/1016431147",Tour to the East in the years 1763 and 1764 ; 1767 ; http://viaf.org/viaf/312368079,,"Reise in den Orient in den Jahren 1763 und 1764 $ und Anmerkungen über die Stadt Konstantinopel und die Türken, nebst einigen auserlesenen Proben des Witzes und der Dichtkunst der Morgenländer $ herausgegeben von Lord F. Baltimore ; Aus dem Englischen übersetzt",,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,in der Dyckischen Buchhandlung,Dycksche Buchhandlung ; http://d-nb.info/gnd/6147579-8,,1768,1768,"6 ungezählte Seiten, 130 Seiten",,,,8°,Kein illustrierender Inhalt,"Bibliografischer Nachweis: VD18 10545808 ; Bibliografie Reiseliteratur Eutin ; Stuck I, 67 ; Chatzipanagioti-Sangmeister, 0021",Vorrede des Verfassers,,ger,eng,Aus dem Englischen übersetzt,VD18  10545808,,,"Volkmann, Johann Jacob ; http://d-nb.info/gnd/104361158",,,,,,Reisebericht,,,Türkei ; Reise ; Geschichte 1763-1764 ; Konstantinopel ; Topografie ; Orient ; Osmanisches Reich ; Aphorismus ; Türkisch,TravelogueD18 Asien $ TravelogueD18 Orient,,669815-B MAG,ZALT,VD18  10545808
AC09760457,AC09760457,990029145420603338,http://data.onb.ac.at/ABO/%2BZ180696004,Z180696004,"Carra, Jean-Louis ; http://d-nb.info/gnd/123246008",Histoire de la Moldavie et de la Valachie ; 1777 ; http://viaf.org/viaf/7757153289943732770002,,Geschichte der Moldau und Wallachei von ihrem Ursprunge an bis auf den jetzigen Zustand dieser Provinzen $ Nebst Beschreibung der mit den Türken geführten Kriege ; Auf einer Reise gesammelt $ von Herrn Carras  Königl. Franz. Ambassadeur zu Warschau,,,Frankfurt und Leipzig,Frankfurt am Main ; http://d-nb.info/gnd/4018118-2 $ Leipzig ; http://d-nb.info/gnd/4035206-7,,"bei Christoph Weigel, und  A. G. Schneider",Adam Gottlieb Schneider-Weigelsche Kunst- und Buchhandlung ; http://d-nb.info/gnd/5311115-1,,1789,1789,"10 ungezählte Seiten, 148 Seiten",,,,8°,Holzschnitt-Vignetten,"Bibliografischer Nachweis: VD18 10234047 ; Stuck I, 264 (franz. Ausgabe) ; Chatzipanagioti-Sangmeister, 0152. - Auch in der Reihe ""Bibliothek der Neuesten Reisebeschreibungen"" [vgl. (AT-OBV)AC09760458]. - Werktitel nach Chatzipanagioti-Sangmeister, VIAF und VD18.","Ungezählte Seite 2-8: Einleitung. - Teile der Auflage am Ende mit 2 ungezählten Seiten Verlagsprogramm. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Frankfurt und Leipzig, bei Christoph Weigel, und A. G. Schneider 1789.",,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,VD18 10234047,,,,,,,,,,,,Moldau ; Geschichte ; Walachei ; Geschichte ; Topografie,TravelogueD18 Europa $ TravelogueD18 Orient,,79.Aa.143 PRUNK,ZALT,VD18 10234047
AC09760458,AC09760458,990029145430603338,http://data.onb.ac.at/ABO/%2BZ148208904,Z148208904,"Carra, Jean-Louis ; http://d-nb.info/gnd/123246008",Histoire de la Moldavie et de la Valachie ; 1777 ; http://viaf.org/viaf/7757153289943732770002,,Geschichte der Moldau und der Wallachei von ihrem Ursprunge an bis auf den jetzigen Zustand dieser Provinzen $ Nebst Beschreibung der mit den Türken geführten Kriege $ Auf einer Reise gesammelt von Herrn Carras Königl. Franz. Ambassadeur zu Warschau,,,Frankfurt und Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7 $ Frankfurt am Main ; http://d-nb.info/gnd/4018118-2,,bey Chr. Weigel und Schneider,Adam Gottlieb Schneider-Weigelsche Kunst- und Buchhandlung ; http://d-nb.info/gnd/5311115-1,,1790,1790,"12 ungezählte Seiten, 148 Seiten, 2 ungezählte Blätter Bildtafeln",2 Illustrationen,2,,8°,Die Illustrationen sind 2 Kupferstichillustrationen ( teilweise signiert von Chr. Weigel) - Vignetten auf dem Titelblatt und im Text,"Bibliografischer Nachweis: Stuck I, 264 (franz. Ausgabe) ; Chatzipanagioti-Sangmeister, 0153. - Auch als Monographie erschienen Frankfurt und Leipzig, Weigel und Schneider, 1789. - Werktitel nach VIAF und Chatzipanagioti-Sangmeister",,,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,,,,,,"Weigel, Christoph",,,,,,Moldau ; Geschichte ; Walachei ; Geschichte ; Topografie ; Osmanisches Reich,TravelogueD18 Europa $ TravelogueD18 Orient,,"251329-B.14,1 MAG",ZFID,
AC09770691,AC09770691,990029249870603338,http://data.onb.ac.at/ABO/%2BZ207231801,Z207231801,"Chandler, Richard ; http://d-nb.info/gnd/117651214",Travels in Asia Minor ; 1775,,"Reisen in Klein Asien $ unternommen auf Kosten der Gesellschaft der Dilettanti $ und beschrieben von Richard Chandler, Doktor der Gottesgelahrtheit, Mitglied des Magdalenenkollegium zu Oxford und der Gesellschaft der Alterthümer zu London",,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,bey Weidmanns Erben und Reich,Weidmanns Erben und Reich ; http://d-nb.info/gnd/6146596-3,,1776,1776,"XX, 396 Seiten, 1 ungezählte gefaltetes Blatt Karte",1 Karte,,1,8°,"Die Illustration ist 1 Kupferstich-Karte (""Charte des Aegaeischen Meeres oder des Archipelagus"", kartographiert von Thomas Kitchin)","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Griep, Reiseliteratur und Geographica, 0238 ; Engelmann 147 ; Stuck I, 293 ; Chatzipanagioti-Sangmeister, 0181. - Übersetzer ermittelt nach Chatzipanagioti-Sangmeister. -  Die Fortsetzung erschien unter dem Titel: Reisen in Griechenland. Leipzig, Boie, 1777","Seite III-IV: Widmungsvorrede des Verfassers an die Gesellschaft der Dilettanti. - Seite V-XII: Vorrede des Verfassers, Datum Oxford 1764",,ger,eng,Aus dem Englischen übersetzt $ In Fraktur,,,,,,,,,,Reisebericht,,"Chandler, Richard : Travels in Greece",Forschungsreise ; Anatolien ; Griechenland ; Geschichte 1764-1765,TravelogueD18 Asien $ TravelogueD18 Orient,,209014-B MAG,ZALT,
AC09770690,AC09770690,990029249860603338,http://data.onb.ac.at/ABO/%2BZ98088809,Z98088809,"Chandler, Richard ; http://d-nb.info/gnd/117651214",Travels in Greece ; 1776 ; http://viaf.org/viaf/9151156497238917740001,,"Reisen in Griechenland $ unternommen auf Kosten der Gesellschaft der Dilettanti $ und beschrieben von Richard Chandler Doktor der Gottesgelahrtheit, Mitglied des Magdalenenkollegium zu Oxford und der Gesellschaft der Alterthümer zu London. Mit Kupfern",,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,bey Weidmanns Erben  und Reich,Weidmanns Erben und Reich ; http://d-nb.info/gnd/6146596-3,,1777,1777,"XVI, 432 Seiten, 7 ungezählte gefaltete Blätter","2 Illustrationen, 5 Karten",2,5,8°,Die Illustrationen sind 5 Kupferstich-Karten und 2 Pläne/ Karten,"Bibliografischer Nachweis: VD18 11381973 ; Stuck I, 294 ; Griep, Reiseliteratur und Geographica, 0239 ; Bibliografie Reiseliteratur Eutin ; Engelmann 535 ; Chatzipanagioti-Sangmeister, 0188 ; Weber, Voyges and Travels (1953), 556. - Der erste Teil der Reiseberichte Chandlers erschien unter dem Titel: Reisen in Kleinasien. Leipzig, Weidmanns Erben und Reich, 1776",,,ger,eng,Aus dem Englischen übersetzt $ In Fraktur,VD18 11381973,,,,,,,,,Reisebericht,,"Chandler, Richard : Travels in Asia Minor",Griechenland ; Reise ; Geschichte 1764-1766 ; Osmanisches Reich,TravelogueD18 Europa $ TravelogueD18 Orient,,251412-B MAG,ZFID,VD18 11381973
AC06408955,AC06408955,9958529666203338,http://data.onb.ac.at/ABO/%2BZ164442001,Z164442001,"Chardin, John ; http://d-nb.info/gnd/119384086",Journal du voyage du chevalier Chardin en Perse et aux Indes Orientales,,Reisen nach Persien $ nebst einer Beschreibung der wichtigsten Merkwürdigkeiten dieses Reichs. Mit Kupfern $ [Jean Chardin],Erster Band,,Frankfurt am Mayn,Frankfurt am Main ; http://d-nb.info/gnd/4018118-2,,bey Johann Gottlieb Garbe,"Garbe, Johann Gottlieb ; http://d-nb.info/gnd/117701084",,1780,1780,"8 ungezählte Seiten, 576 Seiten, 14 teilweise gefaltete Blätter Bildtafeln",14 Illustrationen,14,,8°,Die Illustrationen umfassen 14 Kupferstich-Illustrationen. -  Holzschnitt-Vignetten auf dem Titelblatt und im Text,Bibliografischer Nachweis: VD18 10689370 ; Bibliografie Reiseliteratur Eutin. - Verfasser bibliografisch ermittlet nach VD18 und Bibliografie Reiseliteratur Eutin,"Ungezählte Seite 3-6: Vorbericht, Datum 1780",,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,VD18 10689370,,,,,,,,,Reisebericht,,,Iran ; Reise ; Osmanisches Reich ; Geschichte 1664-1667 ; Armenien ; Naher Osten ; Orient,TravelogueD18 Asien $ TravelogueD18 Orient,,252281-A.1 MAG,ZFID,VD18 10689370
AC09730828,AC09730828,990028841700603338,http://data.onb.ac.at/ABO/%2BZ180627808,Z180627808,"Concedepanem, J. F. B.",,,"Orientalischer Pottschafter Oder Auff Fried; mit Freund von Auffgang kommender Mercurius, Beym Einzug in die Käyserl. Residentz=Stadt Wienn der/ von der Hohen Porten An den Allerdurchleuchtigsten/ Großmächtigsten/ und unüberwündlichsten Fürsten und Herrn Herrn Leopold Den Ersten Den Höchsten Erwöhlten Römischen Käyser/ zu allen Zeiten Mehrern deß Reichs/ in Germanien/ zu Hungarn/ Böheimb/ Dalmatien/ Croatien/ und Sclavonien König/ etc. Ertz=Hertzog zu Oesterreich/ Hertzogen in Burgundien/ Stayr/ Kärnten/ Crayn und Würtenberg/ Graffen zu Habspurg und Tyroll/ etc. Abgesandten Pottschafft/ Durch einen den Auffgang seiner untergangenen Fortun suchenden sonst schon bekanten J. F. B. Con Ce De paneM Reimweiß außführlich entworffen. Jm Jahr Der MäChtgen PottsChafft Da LeopoLD PottsChafft senDet naCher RoM naCh der Porten",,,Gedruckt zu Wienn,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,bey Johann Georg Schlegel,"Schlegel, Johann Georg ; http://d-nb.info/gnd/103752649X","Schlegel, Johann Georg ; http://d-nb.info/gnd/103752649X",[1700],1700,4 ungezählte Blätter,,,,2°,"Kein illustrierender Inhalt. - Holzschnitt-Vignetten, Zierleisten und Initialen",Bibliografischer Nachweis: . - Erscheinungsjahr nach einem Chronogramm,Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Gedruckt zu Wienn bey Johann Georg Schlegel/ Academischen Buchdruckern.,"Signaturformel: A2, B2",ger $ lat,,,,,,,,,,,,,,,Gesandtschaft ; Türkisch ; Wien ; Geschichte 1700 circa ; Osmanisches Reich ; Gesandtschaft ; Wien ; Geschichte um 1700 ; Lyrik,TravelogueD18 Europa $ TravelogueD18 Orient,,47.Mm.14 PRUNK,ZALT,
AC15245843,AC15245843,9958530070803338,"http://data.onb.ac.at/ABO/%2BZ220632504;
http://data.onb.ac.at/ABO/%2BZ9808550X;
http://data.onb.ac.at/ABO/%2BZ164417808;
http://data.onb.ac.at/ABO/%2BZ198356905","Z220632504;
Z9808550X;
Z164417808;
Z198356905","Drummond, Alexander ; http://d-nb.info/gnd/1157507697","Travels through different cities of Germany, Italy, Greece, and several parts of Asia ; 1754",Sammlung der besten Reisebeschreibungen ; Zweiter Band,"<<Die>> Reisen Alexander Drummons, Esq. Engl. Consuls in Aleppo",,,Troppau,Troppau ; http://d-nb.info/gnd/4061019-6,Troppau ; http://d-nb.info/gnd/4061019-6,"gedruckt bei Joseph Georg Traßler, und im Verlage der Kompagnie","Traßler, Joseph Georg ; http://d-nb.info/gnd/129262358","Traßler, Joseph Georg ; http://d-nb.info/gnd/129262358",1784,1784,380 Seiten,,,,8°,Kein illustrierender Inhalt,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0293 (Übersetzung). - Die Titel sind den Seiten 3, 107 und 177 entnommen",,,ger,eng,Aus dem Englischen übersetzt $ In Fraktur,,"Hanway, Jonas ; http://d-nb.info/gnd/118839462 $ Russell, Alexander ; http://d-nb.info/gnd/133337774",,,,,,,,Reisebericht,"Die Reisen des Herrn Hanway durch Rußland, Persien und andre Länder von Europa, zur Stiftung eines Handels am Caspischen Meere $ Beschreibung der Stadt Aleppo, und der umliegenden Gegend","Hanway, Jonas : Historical account of the British trade over the Caspian Sea $ Russell, Alexander : <<The>> Natural history of Aleppo","Drummond, Alexander ; Naher Osten ; Reise ; Geschichte 1743-1744 ; Anatolien ; Zypern ; Syrien ; Reise ; Geschichte 1745-1747 ; Osmanisches Reich ; Orient",TravelogueD18 Europa Asien $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,214905-A.2 MAG $ 686778-B.2 MAG $ 251353-A.2 MAG $ 265006-A.2 MAG $ 214905-A UNASSIGNED,ZALT $ ZALT $ ZFID $ ZFID $ ZALT,
AC09849188,AC09849188,990030054000603338,http://data.onb.ac.at/ABO/%2BZ166813705,Z166813705,"Fabrice, Friedrich Ernst <<von>> ; http://d-nb.info/gnd/100345115",,,"Zuverläßige Geschichte Carl des Zwölften Königs in Schweden, während seines Aufenthaltes in der Türkey, $ aus noch ungedruckten französischen Staatsbriefen des Hrn. Friedrich Ernst von Fabrice, damal. Gesandten Sr. Durchl. des Herzogs und Aministr. von Hollst. und Bisch. zu Lübeck, bey dem Könige zu Bendern. Mit vielen geheimen Nachrichten zur Erläuterung der Historie und des Characters des schwed. Monarchen",,,Hamburg und Leipzig,Hamburg ; http://d-nb.info/gnd/4023118-5 $ Leipzig ; http://d-nb.info/gnd/4035206-7,Hamburg ; http://d-nb.info/gnd/4023118-5 $ Leipzig ; http://d-nb.info/gnd/4035206-7,bey G. C. Grund's Witwe und A. H. Holle,"Grund, Sophia Wendelina ; http://d-nb.info/gnd/1037496221 $ Holle, Adam Heinrich ; http://d-nb.info/gnd/1037496191","Grund, Sophia Wendelina ; http://d-nb.info/gnd/1037496221 $ Holle, Adam Heinrich ; http://d-nb.info/gnd/1037496191",1759,1759,"8 ungezählte Seiten, 430 Seiten",1 Illustration,1,,8°,Die Illustration ist 1 illustrierender Titelkupfer. - Holzschnitt-Vignetten im Text ; Fußnoten,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0322","Blatt *2a-*4b: Vorrede. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Hamburg und Leipzig, bey G. C. Grunds Witwe und A. H. Holle, 1759.","Signaturformel: *4, A-Z8, Aa-Dd8, Ee4 ; Ee4 ist unbedruckt",ger,fre,Aus dem Französischen übersetzt,,,,,,,,,,,,,Karl ; Osmanisches Reich ; Geschichte 1710-1714,TravelogueD18 Asien $ TravelogueD18 Orient,,62.X.60 PRUNK,ZALT,
AC15089777,AC15089777,9958525959203338,http://data.onb.ac.at/ABO/%2BZ124976603,Z124976603,"Ferrières-Sauveboeuf, Louis François <<de>> ; http://d-nb.info/gnd/119455625","Mémoires historiques, politiques et géographiques des voyages du comte de Ferrières-Sauveboeuf, faits en Turquie, en Perse et en Arabie depuis 1782 jusqu'en 1789 ; 1790",,"<<Des Grafen von Ferrieres Sauveboeuf>> Reisen durch die Türkei, Persien und Arabien in den Jahren 1782 bis 1789.",Erster Theil,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,bey Siegfried Lebrecht Crusius,"Crusius, Siegfried Leberecht ; http://d-nb.info/gnd/11675026X",,1790,1790,"20 ungezählte Seiten, 244 Seiten",,,,8°,Kein illustrierender Inhalt. - Titelvignette (Holzschnitt),"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0341",Ungezählte Seite 3-16 Vorrede des Verfassers,,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,,,,,,,,,Reisebericht,,,Türkei ; Naher Osten ; Arabien ; Reise ; Geschichte 1782-1789 ; Osmanisches Reich ; Orient,TravelogueD18 Asien $ TravelogueD18 Orient,,251630-B.1 MAG,ZFID,
AC15089792,AC15089792,9958525959103338,http://data.onb.ac.at/ABO/%2BZ124976706,Z124976706,"Ferrières-Sauveboeuf, Louis François <<de>> ; http://d-nb.info/gnd/119455625","Mémoires historiques, politiques et géographiques des voyages du comte de Ferrières-Sauveboeuf, faits en Turquie, en Perse et en Arabie depuis 1782 jusqu'en 1789 ; 1790",,"<<Des>> Grafen von Ferrieres Sauveboeuf Reisen durch die Türkei, Persien und Arabien in den Jahren 1782 bis 1789.",Zweiter Theil,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,bey Siegfried Lebrecht Crusius,"Crusius, Siegfried Leberecht ; http://d-nb.info/gnd/11675026X",,1790,1790,"6 ungezählte Seiten, 262 Seiten, 12 ungezählte Seiten",,,,8°,Kein illustrierender Inhalt. - Titel-Vignette (Holzschnitt),"Bibiografischer Nachweis: Chatzipanagioti-Sangmeister, 0341 ; Bibliografie Reiseliteratur Eutin",,,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,,,,,,,,,Reisebericht,,,Türkei ; Naher Osten ; Arabien ; Reise ; Geschichte 1782-1789 ; Osmanisches Reich ; Orient,TravelogueD18 Asien $ TravelogueD18 Orient,,251630-B.2 MAG,ZFID,
AC01624340,AC01624340,990001791380603338,"http://data.onb.ac.at/ABO/%2BZ21368904;
http://data.onb.ac.at/ABO/%2BZ171041007","Z21368904;
Z171041007","Ferrières-Sauveboeuf, Louis François <<de>> ; http://d-nb.info/gnd/119455625","Mémoires historiques, politiques et géographiques des voyages du comte de Ferrières-Sauveboeuf, faits en Turquie, en Perse et en Arabie depuis 1782 jusqu'en 1789 ; 1790",Magazin von merkwürdigen neuen Reisebeschreibungen ; Achter Band,"<<Des Grafen von Ferrieres=Sauveboeuf>> Reisen in der Türkey, Persien und Arabien $ während der Jahre 1782 bis 1789 ; Mit Bemerkungen über die Religion, die Sitten, den Charakter und den Handel der Bewohner von diesen drey Ländern",,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,gedruckt und verlegt bey F. A. Schrämbl,"Schrämbl, Franz Anton ; http://d-nb.info/gnd/117025143","Schrämbl, Franz Anton ; http://d-nb.info/gnd/117025143",1792,1792,"10 ungezählte Seiten, 410 Seiten",,,,8°,Kein illustrierender Inhalt. - Fußnoten,"Bibliografischer Nachweis: Fromm 9067-68 ; Chatzipanagioti-Sangmeister, 0344. - Titel von Seite 1 entnommen. - Werktitel nach Chatzipanagioti-Sangmeister und VIAF",,,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,,,,,,,,,Reisebericht,,,"Ferrières-Sauveboeuf, Louis François <<de>> ; Osmanisches Reich ; Reisebericht 1782-1789 ; Ferrières-Sauveboeuf, Louis François <<de>> ; Arabien ; Reisebericht 1782-1789 ; Ferrières-Sauveboeuf, Louis François <<de>> ; Iran ; Reisebericht 1782-1789",TravelogueD18 Afrika Asien $ TravelogueD18 Orient,,"303755-A.8 MAG $ 276879-A.8 MAG $ 276879-A,1-20 MAG",ZALT $ ZFID $ ZFID,
AC14499956,AC14499956,990057728090603338,http://data.onb.ac.at/ABO/%2BZ25284710X,Z25284710X,"Ferriol, Charles <<de>> ; http://d-nb.info/gnd/123458595",Recueil de cent estampes représentant différentes nations du Levant ; 1714-1715,,"Wahreste und neueste Abbildung Des Türckischen Hofes/ $ welche nach denen Gemählden/ so der Königliche Französische Ambassadeur, Monsr. de Ferriol, Zeit seiner Gesandtschafft in Constantinopel im Jahr 1707 und 1708. Durch einen geschickten Mahler nach den Leben hat verfertigen lassen/ Jn fünff und sechzig Kupffer=Blatten gebracht worden. Nebst einer aus dem Französischen ins Teutsche übersetzten Beschreibung",[1],,Nürnberg,Nürnberg ; http://d-nb.info/gnd/4042742-0,Nürnberg ; http://d-nb.info/gnd/4042742-0,zu finden bey Christoph Weigeln $ Gedruckt/ bey Adam Jonathan Felßecker,"Weigel, Christoph ; http://d-nb.info/gnd/118630067","Felsecker, Adam Jonathan ; http://d-nb.info/gnd/133027929",1719,1719,"16 ungezählte Seiten, 112 Seiten, 65 Blätter Bildtafeln, 1 ungezähltes gefaltetes Blatt",66 Illustrationen,66,,4°,Die Illustrationen sind 66 Kupferstich-Illustrationen (von Christoph Weigel und Johann Kenkel). - Initialen ; Titelblatt in Rot- und Schwarzdruck ; Vignetten,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0348 ; Bibliografie Reiseliteratur Eutin",Ungezählte Seite 3-14: Vorrede. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Nürnberg/ zu finden bey Christoph Weigeln/ gegen der Reichs=Post über. Gedruckt/ bey Adam Jonathan Felßecker. 1719.,,ger,fre,Aus dem Französischen übersetzt,,,,,"Le Hay, Jacques",,"Weigel, Christoph ; http://d-nb.info/gnd/118630067 $ Kenckel, Johann ; http://d-nb.info/gnd/123984599",,,Reisebericht,,,Hof ; Türken ; Bild ; Osmanisches Reich ; Gesandtschaft ; Geschichte 1692-1695 ; Osmanisches Reich ; Gesandtschaft ; Geschichte 1696-1698,TravelogueD18 Asien Europa $ TravelogueD18 Orient,,498505-B.1 RARA,ZALT,
