,Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker normiert ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC12652435,AC12652435,990048097970603338,http://data.onb.ac.at/ABO/%2BZ220307502,Z220307502,"Pückler-Muskau, Hermann <<von>> ; http://d-nb.info/gnd/118597019",<<Die>> Rückkehr,,<<Die>> Rückkehr $ Vom Verfasser der Briefe eines Verstorbenen [das heißt Hermann von Pückler-Muskau],Erster Theil ; Aegypten. Mit Abbildungen und 1 Karte,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,Berlin ; http://d-nb.info/gnd/4005728-8,"Verlag von Alexander Duncker, Königl. Hofbuchhändler $ Gedruckt bei A. W. Schade","Verlag Alexander Duncker ; http://d-nb.info/gnd/1027775950 $ Duncker, Alexander ; http://d-nb.info/gnd/11625159X",Buchdruckerei A. W. Schade ; http://d-nb.info/gnd/3043701-5 $ C. Schaup,1847,1846,"8 ungezählte Seiten, 288 Seiten, 1 ungezähltes gefaltetes Blatt Bildtafel, 1 ungezähltes gefaltetes Blatt Karte","2 Illustrationen, 1 Karte",2,1,8°,"1 lithografische Illustration, 1 Karte in Metallografie (Karte der Nilregulierungen, von C. Brügner, Druck von C. Schaup), 1 Holzschnitt-Illustration im Text. - Holzschnitt-Vignette auf dem Titelblatt (Verlagssignet) ; Fußnoten","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Kainbacher, Erforschung Afrikas, S. 368","Am Anfang: Widmungsvorede des Verfassers an Felix Lichnowsky, Datum Faschingsdienstag 1846",,ger,,In Fraktur,,,,,,,"Brügner, Carl ; http://d-nb.info/gnd/140593977","Pückler-Muskau, Hermann <<von>> ; http://d-nb.info/gnd/118597019","Lichnowsky, Felix Maria Vincenz Andreas <<von>> ; http://d-nb.info/gnd/119002043",Reisebericht,,,Reise ; Ägypten ; Geschichte 1838 circa,TravelogueD19 Europa Afrika $ TravelogueD19 Orient,,687792-B.1 MAG,ZALT,
AC11350670,AC11350670,990044607840603338,,,"Menu von Minutoli, Heinrich ; http://d-nb.info/gnd/100791549",Reise zum Tempel des Jupiter Ammon in der Libyschen Wüste und nach Ober-Aegypten in den Jahren 1820 und 1821.,,Atlas von Neun und dreissig Tafeln zu der Reise des Freiherrn von Minutoli Zum Tempel Des Jupiter Ammon In Der Libyschen Wüste Und Nach Ober-Aegypten,,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,Bei August Rücker,"Rücker, August ; http://d-nb.info/gnd/117598631",,[1824],1824,"2 ungezählte Seiten, 1 ungezähltes Blatt Karte, XXXVIII Blätter Bildtafeln","38 Illustrationen, 1 Karte",38,1,2°,"Die Illustrationen sind 1 Karte (entworfen von C. Brügner, gefertigt im Königl. Lithogr. Institut Berlin, 1823), 38 Illustrationen in farbiger Lithografie (gerfertigt im Königl. Lithogr. Institut Berlin, 1823)","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Embacher, 208 ; Hene III, 493",,,ger,,,,,,,,,Königlich Lithografisches Institut Berlin,,,,,,Ägypten ; Ober- ; Reise ; Siwa ; Jupiter-Tempel,TravelogueD19 Afrika $ TravelogueD19 Orient,,276743-F.Atlas MAG,ZFID,
AC06801261,AC06801261,990037627210603338,,,"Burckhardt, Johann Ludwig ; http://d-nb.info/gnd/118702203",Travels in Arabia ; 1829,Neue Bibliothek der wichtigsten Reisebeschreibungen zur Erweiterung der Erd- und Völkerkunde ; Vier und funfzigster Band,"<<Johann Ludwig Burckhardt's>> Reisen in Arabien $ enthaltend eine Beschreibung derjenigen Gebiete in Hedjaz, welche die Mohammedaner für heilig achten ; Aus dem Englischen übersetzt ; Mit einer Charte und vier Grundrissen $ Von der Londoner Gesellschaft zur Beförderung der Entdeckung des Jnnern von Africa herausgegeben",,,Weimar,Weimar ; http://d-nb.info/gnd/4065105-8,Weimar ; http://d-nb.info/gnd/4065105-8,Verl. des Großh. Sächs. priv. Landes=Jndustrie=Comptoirs,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,1830,1830,"2 ungezählte Seiten, XIV, 706 Seiten, 5 ungezählte gefaltete Blätter",,,,8°,1 Kupferstich-Karte und 4 Kupferstich-Pläne. - Einfache Zierleisten im Text ; Fußnoten,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,"Seite [III]-X: Vorrede des Herausgebers William Ouseley, Datum London 01.1829",,ger,eng,Aus dem Englischen übersetzt $ In Fraktur,urn:nbn:at:at-ubi:2-15600,,"Ouseley, William ; http://d-nb.info/gnd/133646238",,,,,,,Reisebericht,,,Hedschas ; Geschichte 1813-1815 ; Reisebericht ; Arabien ; Reisebericht,TravelogueD19 Asien $ TravelogueD19 Orient,,364324-B.54 MAG,ZKAR,urn:nbn:at:at-ubi:2-15600
AC10475339,AC10475339,990036449200603338,http://data.onb.ac.at/ABO/%2BZ206549404,Z206549404,"Koch, Karl Heinrich Emil ; http://d-nb.info/gnd/117527483","Wanderungen im Oriente, während der Jahre 1843 und 1844",,"Wanderungen im Oriente, während der Jahre 1843 und 1844 $ von Professor Dr. Karl Koch",1 ; Reise längs der Donau nach Konstantinopel und nach Trebisond,,Weimar,Weimar ; http://d-nb.info/gnd/4065105-8,Weimar ; http://d-nb.info/gnd/4065105-8,Druck und Verlag des Landes=Jndustrie=Comptoirs,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,1846,1846,"2 ungezählte Seiten, X, 450 Seiten",,,,8°,Kein illustrierender Inhalt,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 124 ; Weber, Voyages and Travels (1952), 386","Seite [III]-X: Vorrede des Verfassers, Datum Jena 06.1846",,ger,,In Fraktur,,,,,,,,,,Reisebericht,,,Orient ; Reise ; Osmanisches Reich ; Armenien ; Kaukasus ; Geschichte 1843-1844,TravelogueD19 Europa Asien $ TravelogueD19 Orient,,415437-B.1 MAG $ 415437-B MAG,ZALT $ ZALT,
AC10318512,AC10318512,990034847170603338,,,"Sieber, Franz Wilhelm ; http://d-nb.info/gnd/117339504",,,"Beschreibendes Verzeichniß der in den Jahren 1817 und 1818, auf einer Reise durch Creta, Ägypten und Palästina gesam. Alterthümer $ und anderen Kunst= und Natur=Produkte nebst einer Abhandlung über ägyptische Mumien $ Von F. W. Sieber",,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,,Zu haben am Ausstellungsorte dieser Sammlung $ in der Gräffer'schen Buchhandlung,Katharina Gräffer'sche Buchhandlung ; http://d-nb.info/gnd/10343587-6,,1820,1820,"6 ungezählte Seiten, 86 Seiten, 1 ungezählte Seite",,,,8°,Kein illustrierender Inhalt,Bibliografischer Nachweis: Bibliografie Reiseliteratatur Eutin ; BVB ; K10plus ; SBB,"Vorlageform des Erscheinungsvermerks auf dem Titelblatt: Wien, 1820. Zu haben am Ausstellungsorte dieser Sammlung, in der Stadt am Graben, Nr. 657 im ersten Stock. Für die Provinzen und das Ausland, in der Gräffer'schen Buchhandlung",,ger,,In Fraktur,,,,,,,,,,,,"Sieber, Franz Wilhelm : Reise von Cairo nach Jerusalem",Ägypten ; Altertümer ; Altertümer ; Kreta ; Altertümer ; Palästina,TravelogueD19 Afrika Asien Europa $ TravelogueD19 Orient,,392067-B MAG,ZPAP,
AC10292778,AC10292778,990034584340603338,http://data.onb.ac.at/ABO/%2BZ254847400,Z254847400,"Schmidt, Johann Wilhelm",Reise durch einige schwedische Provinzen bis zu den südlichen Wohnplätzen der nomadischen Lappen,Bibliothek der neuesten und interessantesten Reisebeschreibungen ; Eilfter Band,Reise durch einige schwedische Provinzen bis zu den südlichen Wohnplätzen der nomadischen Lappen $ von Joh. Wilh. Schmidt. Mit 4 Kupfern und 1 Karte. Paul Sumarokoff's Reise durch die Krimm und Bessarabien im Jahre 1799,,,Berlin und Hamburg [das heißt Wien?],Wien ; http://d-nb.info/gnd/4066009-6,,,,,1802,1802,"378 Seiten, 2 ungezählte Seiten, 2 ungezählte gefaltetete Blätter Bildtafeln, 2 ungezählte gefaltete Blätter Karten","2 Illustrationen, 2 Karten",2,2,8°,"Die Illustrationen sind 2 Kupferstich-Illustrationen, 2 Kupferstich-Karten. - Zierleisten im Text","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 912. - Verlagsort gemäß BRE Wien","Seite [3]-8: Vorrede. - Schmidts Reisebericht endet auf S. 290, danach folgt mit weitergehender Zählung Paul Sumarokovs Reise durch die Krimm und Bessarabien. - Seite 293-294: Vorrede des Übersetzers, Datum 1801",,ger,rus,Enthält aus dem Russischen übersetzt Expression $ In Fraktur,,"Sumarokov, Pavel Ivanovič ; http://d-nb.info/gnd/100852335",,"Richter, Joh.",,,,,,Reisebericht,,"Sumarokov, Pavel Ivanovic : Putešestvie po vsemu Krymu i Bessarabii v 1799 godu",Lappland ; Reise ; Geschichte 1799 ; Schweden ; Krim ; Reise ; Geschichte 1799 ; Bessarabien ; Samen ; Forschungsreise ; Samen ; Reise,TravelogueD19 Europa $ TravelogueD19 Orient,,681059-B.11 MAG,ZKAR,
AC09949586,AC09949586,990031080420603338,http://data.onb.ac.at/ABO/%2BZ176512900,Z176512900,"Herder, Siegmund August Wolfgang <<von>> ; http://d-nb.info/gnd/116732288",,,Bergmännische Reise In Serbien $ in Auftrag der Fürstlich-Serbischen Regierung ausgeführt im Jahre 1835 $ von S. A. W. Freiherrn von Herder,,,Pesth,Budapest ; http://d-nb.info/gnd/4008684-7,Wien ; http://d-nb.info/gnd/4066009-6,Verlag von Konrad Hartleben Hartleben $ Druck von A. Strauss's sel. Witwe & Sommer,"Hartlebens Verlags-Expedition ; http://d-nb.info/gnd/1072911124 $ Hartleben, Konrad Adolf ; http://d-nb.info/gnd/10436047X","A. Strauß's sel. Witwe & Sommer $ Strauß, Magdalena ; http://d-nb.info/gnd/1037534662 $ Sommer, Leopold ; http://d-nb.info/gnd/1035224607",1846,1846,126 Seiten,,,,8°,,,,,ger,,In Antiqua,,,,,,,,,,Reisebericht,,,Bergbau ; Geschichte 1835 ; Serbien ; Forschungsreise ; Serbien ; Geschichte 1835,TravelogueD19 Europa $ TravelogueD19 Orient,,35927-B MAG,ZALT,
AC09883827,AC09883827,990030407210603338,http://data.onb.ac.at/ABO/%2BZ124902206,Z124902206,"Galland, Antoine ; http://d-nb.info/gnd/100138209",Tableau d l'Egypte ; 1803-1804,,"Reise nach Aegypten $ und Bemerkungen über verschiedene Gegenstände während des 3-jährigen Aufenthalts der Französischen Armee in diesem Lande (1798 bis 1801) $ gesammelt von A. S .....d, vormal. Mitgliede der Kommission der Künste und Wissenschaften zu Kahira. Aus dem Französischen. Mit einer Einleitung, Anmerkungen und Zusätzen herausgegeben von Theophil Friedrich Ehrmann. Mit einer Charte",,,Weimar,Weimar ; http://d-nb.info/gnd/4065105-8,Weimar ; http://d-nb.info/gnd/4065105-8,im Verlage des F. S. privl. Landes=Jndustrie=Comptoirs,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,1804,1804,"LXII, 604 Seiten, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1,8°,"1 Kupferstich-Karte (""Special=Charte von Nieder-Aegypten nach den astronomischen Ortsbestimmungen des B. Nouet"", Datum Weimar 1803). - Zierleisten ; Fußnoten","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 169 ; Heinsius III, 342 ; Holzmann-Bohatta III, 342. - Anonym erschienen, Verfasser ermittelt nach Holzmann-Bohatta",Seite [III]-VI: Vorwort des Übersetzers und Herausgebers T. F. Ehrmann,,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,,"Ehrmann, Theophil Friedrich ; http://d-nb.info/gnd/115368337","Ehrmann, Theophil Friedrich ; http://d-nb.info/gnd/115368337",,,,,,Reisebericht,,,Ägypten ; Geschichte 1798-1801 ; Reise,TravelogueD19 Afrika $ TravelogueD19 Orient,,251141-B MAG,ZFID,
AC09874837,AC09874837,990030315760603338,http://data.onb.ac.at/ABO/%2BZ221152009,Z221152009,"Freygang, Wilhelm <<von>> ; http://d-nb.info/gnd/100831443",Lettres sur le Caucase et la Géorgie. Suivies d'une relation d'un voyage en Perse en 1812 ; http://viaf.org/viaf/7231157884816660620006,,"<<Wilhelm von Freygangs, Rußisch=Kaiserl. Hofraths und Legations=Sekretairs bei Sr. Majestät dem Könige der Niederlande, Ritter des St. Annen=Ordens 2ter, und des St. Waldimir=Ordens 4ter Klasse, Doctor der Philosophie, der Königl. Societät der Wissenschaften zu Göttingen, und meherer anderer gelehrten Gesellschaften Mitglied,>> Briefe über den Kaukasus und Georgien, nebst angehängtem Reisebericht über Persien vom Jahre 1812. Aus dem Französischen übersetzt von Heinrich von Struve, Kaiserl Rußisch. Geschäftsträger und General=Consul bei der freien Hansestadt Hamburg, Kollegien=Rath, Ritter des St. Annen=Ordens 2ter, und des St. Wladimir=Ordens 4ter Klasse, correspondirendes Mitglied der Kaiserl. Rußischen Academie der Wissenschaften, Mitglied der Königl. Societät der Wissenschaften zu Göttingen, der Halleschen Naturforschenden, der Jenaer Mineralogischen, der Regensburger botanischen, der Wetterauschen Gesellschaft für die gesammte Naturkunde etc. Mit 4 Vignetten und 2 Charten",,,Hamburg,Hamburg ; http://d-nb.info/gnd/4023118-5,,bei Perthes und Besser,Perthes & Besser ; http://d-nb.info/gnd/1051688760,,1817,1817,"VI Seiten, 2 ungezählte Seiten, 329 Seiten, 1 ungezählte Seite, 2 ungezählte mehrfach gefaltete Blätter","3 Illustrationen, 2 Karten",3,2,8°,"Die Illustrationen sind 3 Kupferstich-Illustrationen als Vignetten (gestochen von J. Bendixen und de la Rode), 1 Kupferstich-Karte (gezeichnet von E. F. Bernhardt, gestochen von Tischbein), 1 lavierter Kupferstich (gezeichnet von E. F. Bernhardt, gestochen von C. Jättnig junior, laviert von Carl More). - Fußnoten","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 145",,,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,,,,,,"Bendixen, J. $ Jättnig, Karl ; http://d-nb.info/gnd/131710796",,,Reisebericht,,,Forschungsreise ; Kaukasus ; Georgien ; Iran ; Geschichte 1812,TravelogueD19 Asien $ TravelogueD19 Orient,,698681-B MAG,ZALT,
AC09838357,AC09838357,990029942840603338,http://data.onb.ac.at/ABO/%2BZ206575701,Z206575701,"Engel, Regula ; http://d-nb.info/gnd/118530305",,,"<<Die>> schweizerische Amazone $ Abentheuer, Reisen und Kriegszüge einer Schweizerin[n] durch Frankreich, die Niederlande, Egypten, Spanien, Portugall und Deutschland, mit der franz: Armee, unter Napoleon $ Von ihr selbst beschrieben und herausgegeben von einem ihrer Anverwandten",,Zweite verbesserte Auflage,St. Gallen,Sankt Gallen ; http://d-nb.info/gnd/4051594-1,Sankt Gallen ; http://d-nb.info/gnd/4051594-1,bey Huber & Comp. $ Gedruckt bei Zollikofer und Züblin,Huber und Compagnie ; http://d-nb.info/gnd/6147590-7,Zollikofer und Züblin ; http://d-nb.info/gnd/112265894X,1825,1825,"VI, IV, 322 Seiten, 2 ungezählte Blätter, 1 ungezähltes gefaltetes Blatt Karte","1 Illustration, 1 Karte",1,1,8°,"Die Illustrationen sind 1 Illustration in Lithografie als Frontispiz (von J. J. Ruegg, Konstanz), 1 Karte in Lithografie. - Kupfertitel ; Fußnoten","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Holzmann-Bohatta, I, 1350 ; Kainbacher, Erforschung Afrikas, S. 117. - Anonym erschienen, Verfasserin ermittelt","Seite [I]-VI: Vorrede des Revisors, Datum Zürich 08.1821",,ger,,In Fraktur,,,,,,,,,,Erlebnisbericht $ Reisebericht,,,Napoleonische Kriege ; Niederlande ; Ägypten ; Spanien ; Portugal ; Deutschland ; Geschichte 1798-1815,TravelogueD19 Europa Afrika $ TravelogueD19 Orient,,506099-A MAG,ZALT,
AC09745180,AC09745180,990028988810603338,http://data.onb.ac.at/ABO/%2BZ258873703,Z258873703,"Buckingham, James Silk ; http://d-nb.info/gnd/116828234",Travels in Mesopotamia,Magazin von merkwürdigen neuen Reisebeschreibungen ; Sieben und dreißigster Band = Neues Magazin von merkwürdigen Reisebeschreibungen ; Dreizehnter Band,"Reisen in Mesopotamien $ von Aleppo über den Euphrat nach Orfah, dem Ur in Chaldaea, durch die Ebenen der Turkmanen, nach Diarbekr, in Kleinasien, von dort nach Mardin an den Grenzen der großen Wüste und an dem Tigris nach Mosul und Bagdad, nebst Untersuchungen über die Ruinen von Babylon, Niniveh, Arbela, Ctesiphon und Seleucia $ Unternommen von J. S. Buckingham, Mitglied der gelehrten Gesellschaften zu Bombay und Madras und der Asiatischen Gesellschaft in Bengalen. Aus dem Englischen übersetzt",,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,Berlin ; http://d-nb.info/gnd/4005728-8,Jn der Vossischen Buchhandlung $ gedruckt bei A. Petsch,Vossische Buchhandlung ; http://d-nb.info/gnd/64386-5,"Petsch, August ; http://d-nb.info/gnd/1037564421",1828,1828,"X, 605 Seiten",,,,8°,Kein illustrierender Inhalt. - Einfache Zierleisten im Text ; Fußnoten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Weber, Voyages and Travels (1952), 147",Seite [III]-VIII: Vorrede des (anonymen) Übersetzers,,ger,eng,Aus dem Englischen übersetzt $ In Fraktur,,,,,,,,,,Reisebericht,,,Forschungsreise ; Mesopotamien ; Naher Osten ; Iran ; Indien ; Geschichte 1815-1816,TravelogueD19 Asien $ TravelogueD19 Orient,,393869-B MAG,ZKAR,
AC03752547,AC03752547,990005692240603338,http://data.onb.ac.at/ABO/%2BZ35599702,Z35599702,"Géramb, Marie-Joseph <<de>> ; http://d-nb.info/gnd/117536334",Pèlerinage à Jérusalem et au mont Sinaï ; 1836 ; http://viaf.org/viaf/315907209,,"Wallfahrt nach Jerusalem und auf den Berg Sinai $ unternommen in den Jahren 1831, 1832 und 1833 $ von dem ehrwürdigen Pater Maria Joseph von Geramb. Aus dem Französischen übersetzt von F. K. Spitz",Zweiter Band,,Strassburg,Straßburg ; http://d-nb.info/gnd/4057878-1,Straßburg ; http://d-nb.info/gnd/4057878-1,"bei Derivaux, Buchhändler $ gedruckt bei G. Silbermann","Derivaux, ...","Silbermann, Gustave ; http://d-nb.info/gnd/141538325",1837,1837,"4 ungezählte Seiten, 452 Seiten, 1 ungezähltes Blatt Bildtafel",1 Illustration,1,,8°,1 lithografische Illustration als Frontispiz (von Engelmann père & fils de Mulheuse),"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Tobler, Bibliographia geographica Palaestinae, S. 152","Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Strassburg, bei Derivaux, Buchhändler, Spießgasse Nr. 23. 1837",,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,,,"Spitz, François Charles ; http://d-nb.info/gnd/174145616",,,"Lithografische Anstalt Engelmann, Mühlhausen",,,Reisebericht,,,Palästina ; Wallfahrt ; Geschichte 1831-1833 ; Quelle ; Sinai ; Wallfahrt ; Geschichte 1831-1833 ; Quelle ; Jerusalem ; Wallfahrt ; Geschichte 1831-1833 ; Quelle ; Osmanisches Reich ; Orient ; Naher Osten,TravelogueD19 Europa Asien $ TravelogueD19 Orient,,306492-A.2 MAG,ZALT,
AC03752528,AC03752528,990005692190603338,http://data.onb.ac.at/ABO/%2BZ3559960X,Z3559960X,"Géramb, Marie-Joseph <<de>> ; http://d-nb.info/gnd/117536334",Pèlerinage à Jérusalem et au mont Sinaï ; 1836 ; http://viaf.org/viaf/315907209,,"Wallfahrt nach Jerusalem und auf den Berg Sinai $ unternommen in den Jahren 1831, 1832 und 1833 $ von dem ehrwürdigen Pater Maria Joseph von Geramb, aus dem Trappisten=Orden. Aus dem Französischen übersetzt von F. K. Spitz, Priester und Professor im kl. historischen Seminar in Straßburg",Erster Band,,Strassburg,Straßburg ; http://d-nb.info/gnd/4057878-1,,"bei Derivaux , Buchhändler","Derivaux, ...",,1837,1837,"4 ungezählte Seiten, XV Seiten, 2 ungezählte Seiten, 458 Seiten, 1 ungezähltes Blatt Bildtafel",1 Illustration,1,,8°,"1 lithografisches Porträt als Frontispiz (Lithografische Anstalt Engelmann, Leipzig)","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Tobler, Bibliographia geographica Palaestinae, S. 152 ; Röhricht, 1741 ; Kainbacher, Erforschung Afrikas","Ungezählte Seite 3: Vorrede an die Leser von Liebermann, Generalvikat des Bistums Straßburg, Datum Straßburg 04.09.1837. - Seite I-IX: Vorwort des Übersetzers F. K. Spitz, Datum 10.05.1837. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Strassburg, bei Derivaux, Buchhändler, Spießgasse Nr. 23. 1837.",,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,,,"Spitz, François Charles ; http://d-nb.info/gnd/174145616","Liebermann, ...",,Lithografische Anstalt Engelmann,,,Reisebericht,,,Palästina ; Wallfahrt ; Geschichte 1831-1833 ; Quelle ; Sinai ; Wallfahrt ; Geschichte 1831-1833 ; Quelle ; Jerusalem ; Wallfahrt ; Geschichte 1831-1833 ; Quelle ; Osmanisches Reich ; Orient ; Naher Osten,TravelogueD19 Europa Asien $ TravelogueD19 Orient,,306492-A.1 MAG,ZALT,
AC13106536,AC13106536,9958816080503338,http://data.onb.ac.at/ABO/%2BZ258331402,Z258331402,,,Taschen-Bibliothek der wichtigsten und interessantesten See- und Landreisen : von der Erfindung der Buchdruckerkunst bis auf unsere Zeiten ; 14. Bändchen,"Taschen=Bibliothek der wichtigsten und interessantesten Reisen nach Aegypten $ Verfaßt von mehreren Gelehrten, und herausgegeben von Joachim Heinrich Jäck, königl. Bibliothekar zu Bamberg",II. Theil. 1. Bändchen,,Grätz,Graz ; http://d-nb.info/gnd/4021912-4,Graz ; http://d-nb.info/gnd/4021912-4,Druck und Papier von Joh. Andr. Kienreich,"J.-A.-Kienreichsche Buchhandlung ; http://d-nb.info/gnd/10038110-8 $ Kienreich, Johann Andreas ; http://d-nb.info/gnd/1013631846","J.-A.-Kienreichsche Buchhandlung ; http://d-nb.info/gnd/10038110-8 $ Kienreich, Johann Andreas ; http://d-nb.info/gnd/1013631846",1831,1831,"124 Seiten, 4 ungezählte Seiten, 1 ungezähltes Blatt Bildtafel",1 Illustration,1,,12°,Die Illustration ist 1 Kupferstich-Illustration als Frontispiz,,,,ger,,Enthält freie Übersetzungen aus dem Französischen $ In Fraktur,,"Norden, Frederik Ludvig ; http://d-nb.info/gnd/119223236","Jaeck, Heinrich Joachim ; http://d-nb.info/gnd/119486903","Eisenschmid, ...",,,,,,,,"Norden, Frederik Ludvig : Voyage d'Éygpte et de Nubie $ Savary, Claude : Lettres sur l'Égypte","Forschungsreise ; Norden, Frederik Ludvig ; Ägypten ; Nubien ; Geschichte 1737-1738 ; Forschungsreise ; Savary, Claude ; Ägypten ; Geschichte 1776-1779",TravelogueD19 Afrika $ TravelogueD19 Orient,TravelogueD19 Zusammenstellung,300638-A.14 MAG,ZKAR,
AC13749512,AC13749512,9958816080203338,http://data.onb.ac.at/ABO/%2BZ258330008,Z258330008,,Taschenbibliothek der wichtigsten und interessantesten Reisen durch Palästina,Taschen-Bibliothek der wichtigsten und interessantesten See- und Landreisen : von der Erfindung der Buchdruckerkunst bis auf unsere Zeiten ; 3. Bändchen,"Taschen=Bibliothek der wichtigsten und interessantesten Reisen durch Palästina $ Mit Landkarten, Planen, Portraits und anderen Abbildungen $ Verfaßt von mehreren Gelehrten, und herausgegeben von Joachim Heinrich Jäck, königl. Bibliothekar zu Bamberg",I. Theil. 1. Bändchen,,Grätz,Graz ; http://d-nb.info/gnd/4021912-4,Graz ; http://d-nb.info/gnd/4021912-4,Druck und Papier von Joh. Andr. Kienreich,"J.-A.-Kienreichsche Buchhandlung ; http://d-nb.info/gnd/10038110-8 $ Kienreich, Johann Andreas ; http://d-nb.info/gnd/1013631846","J.-A.-Kienreichsche Buchhandlung ; http://d-nb.info/gnd/10038110-8 $ Kienreich, Johann Andreas ; http://d-nb.info/gnd/1013631846",1831,1831,"110 Seiten, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1,12°,1 Kupferstich-Karte,,,,ger,,In Fraktur,,,"Jaeck, Heinrich Joachim ; http://d-nb.info/gnd/119486903",,,,,,,,, : S. Eusebii Hieronymi Stridonensis Presbyteri operum tomus II. $ Bernardus Francus : Itinerarium in Loca Sancta,Wallfahrt ; Arculfus ; Palästina ; Geschichte 7. Jh. ; Wallfahrt ; Bernardus ; Palästina ; Geschichte 867-871 ; Wallfahrt ; Gunther ; Palästina ; Geschichte 1064 circa ; Kreuzzüge ; Godefroy ; Palästina ; Geschichte 1086-1099,TravelogueD19 Asien $ TravelogueD19 Orient,TravelogueD19 Zusammenstellung,300638-A.3 MAG,ZKAR,
AC13749513,AC13749513,9958816080103338,http://data.onb.ac.at/ABO/%2BZ258330100,Z258330100,,Taschenbibliothek der wichtigsten und interessantesten Reisen durch Palästina,Taschen-Bibliothek der wichtigsten und interessantesten See-  und Landreisen : von der Erfindung der Buchdruckerkunst bis auf unsere Zeiten ; 4. Bändchen,"Taschen=Bibliothek der wichtigsten und interessantesten Reisen durch Palästina $ Mit Landkarten, Planen, Portraits und anderen Abbildungen $ Verfaßt von mehreren Gelehrten, und herausgegeben von Joachim Heinrich Jäck, königl. Bibliothekar zu Bamberg",I. Theil. 2. Bändchen,,Grätz,Graz ; http://d-nb.info/gnd/4021912-4,Graz ; http://d-nb.info/gnd/4021912-4,Druck und Papier von Joh. Andr. Kienreich,"J.-A.-Kienreichsche Buchhandlung ; http://d-nb.info/gnd/10038110-8 $ Kienreich, Johann Andreas ; http://d-nb.info/gnd/1013631846","J.-A.-Kienreichsche Buchhandlung ; http://d-nb.info/gnd/10038110-8 $ Kienreich, Johann Andreas ; http://d-nb.info/gnd/1013631846",1831,1831,"122 Seiten, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1,12°,Die Illustrationen ist 1 Kupferstich-Karte,,,,ger,,In Fraktur,,"Dobrovský, Josef ; http://d-nb.info/gnd/118679961","Jaeck, Heinrich Joachim ; http://d-nb.info/gnd/119486903",,,,,,,,,,Kreuzzüge ; Guillaume ; Thiemo ; Palästina ; Geschichte 1101 ; Kreuzzug ; Konrad ; Ludwig ; Palästina ; Geschichte 1147-1149 ; Kreuzzug ; Friedrich ; Palästina ; Geschichte 1189-1192,TravelogueD19 Asien $ TravelogueD19 Orient,TravelogueD19 Zusammenstellung,300638-A.4 MAG,ZKAR,
